SIMWD6954H,WD,0.0030,0.9790,0.0020,0.0010,0.0030,0.0090,0.0030
SIMWD6955H,WD,0.0030,0.9830,0.0020,0.0020,0.0030,0.0030,0.0040
SIMWD6956H,WD,0.0070,0.5175,0.0070,0.0040,0.0030,0.4565,0.0050
SIMWD6957H,WD,0.0030,0.9169,0.0390,0.0030,0.0040,0.0050,0.0290
SIMWD6958H,WD,0.0030,0.9790,0.0020,0.0010,0.0060,0.0020,0.0070
SIMWD6959H,WD,0.0050,0.9610,0.0150,0.0050,0.0020,0.0080,0.0040
SIMWD6962H,WD,0.0250,0.9041,0.0040,0.0060,0.0040,0.0410,0.0160
SIMWD6967H,WD,0.0080,0.8820,0.0140,0.0130,0.0340,0.0110,0.0380
SIMWD6968H,WD,0.0180,0.7782,0.0030,0.0070,0.0290,0.0060,0.1588
SIMWD6969H,WD,0.0080,0.9560,0.0060,0.0100,0.0060,0.0100,0.0040
SIMWD6972H,WD,0.0569,0.8382,0.0729,0.0110,0.0070,0.0060,0.0080
